Card_ID,Card_Name,Card_Set,Card_Type,Class,Rarity,Mana_Cost,Attack,Health,Mechanics,Race,Collectible
ICC_281,Forge of Souls,Knights of the Frozen Throne,Spell,Warrior,Common,2,,,,,TRUE
ICCA01_005,Frostmourne,Knights of the Frozen Throne,Weapon,Death Knight,,2,5,3,,,FALSE
ICCA08_002t,Ghoul,Knights of the Frozen Throne,Minion,Neutral,,2,2,2,,,FALSE
ICC_900t,Ghoul,Knights of the Frozen Throne,Minion,Neutral,,2,2,2,,,FALSE
ICC_407,Gnomeferatu,Knights of the Frozen Throne,Minion,Warlock,Epic,2,2,3,Battlecry,,TRUE
ICCA04_011p,Ice Claw,Knights of the Frozen Throne,Hero Power,Neutral,,2,,,,,FALSE
ICC_089,Ice Fishing,Knights of the Frozen Throne,Spell,Shaman,Common,2,,,,,TRUE
ICC_068,Ice Walker,Knights of the Frozen Throne,Minion,Mage,Rare,2,1,3,Freeze,Elemental,TRUE
ICC_833h,Icy Touch,Knights of the Frozen Throne,Hero Power,Neutral,,2,,,,,FALSE
ICC_829t4,Inquisitor Whitemane,Knights of the Frozen Throne,Minion,Paladin,,2,2,2,,,FALSE
ICC_314t6,Obliterate,Knights of the Frozen Throne,Spell,Death Knight,,2,,,Immune to Spell Power,,FALSE
ICC_832p,Plague Lord,Knights of the Frozen Throne,Hero Power,Neutral,,2,,,,,FALSE
ICC_851,Prince Keleseth,Knights of the Frozen Throne,Minion,Neutral,Legendary,2,2,2,Battlecry,,TRUE
ICC_201,Roll the Bones,Knights of the Frozen Throne,Spell,Rogue,Rare,2,,,Deathrattle,,TRUE
ICC_832t4,Scarab Beetle,Knights of the Frozen Throne,Minion,Druid,,2,1,5,Taunt,Beast,FALSE
ICC_051b,Scarab Form,Knights of the Frozen Throne,Minion,Druid,Rare,2,1,5,,Beast,FALSE
ICC_210,Shadow Ascendant,Knights of the Frozen Throne,Minion,Priest,Common,2,2,2,,,TRUE
ICC_831p,Siphon Life,Knights of the Frozen Throne,Hero Power,Neutral,,2,,,Lifesteal,,FALSE
ICC_051a,Spider Form,Knights of the Frozen Throne,Minion,Druid,Rare,2,1,2,,Beast,FALSE
ICC_802,Spirit Lash,Knights of the Frozen Throne,Spell,Priest,Common,2,,,Lifesteal,,TRUE
ICC_913,Tainted Zealot,Knights of the Frozen Throne,Minion,Neutral,Common,2,1,1,"Divine Shield, Spell Damage",,TRUE
ICCA01_008,Terrible Tank,Knights of the Frozen Throne,Minion,Neutral,,2,2,3,,,FALSE
ICC_829p,The Four Horsemen,Knights of the Frozen Throne,Hero Power,Neutral,,2,,,,,FALSE
ICCA08_002p,The Scourge,Knights of the Frozen Throne,Hero Power,Neutral,,2,,,,,FALSE
ICC_829t3,Thoras Trollbane,Knights of the Frozen Throne,Minion,Paladin,,2,2,2,,,FALSE
ICC_049,Toxic Arrow,Knights of the Frozen Throne,Spell,Hunter,Epic,2,,,Poisonous,,TRUE
ICC_481p,Transmute Spirit,Knights of the Frozen Throne,Hero Power,Neutral,,2,,,,,FALSE
ICC_093,Tuskarr Fisherman,Knights of the Frozen Throne,Minion,Neutral,Common,2,2,3,"Battlecry, Spell Damage",,TRUE
ICCA05_004p,Vampiric Leech,Knights of the Frozen Throne,Hero Power,Neutral,,2,,,Lifesteal,,FALSE
ICC_200,Venomstrike Trap,Knights of the Frozen Throne,Spell,Hunter,Rare,2,,,"Secret, Poisonous",,TRUE
ICC_830p,Voidform,Knights of the Frozen Throne,Hero Power,Priest,,2,,,,,FALSE
ICC_212,Acolyte of Agony,Knights of the Frozen Throne,Minion,Priest,Common,3,3,3,Lifesteal,,TRUE
ICC_419,Bearshark,Knights of the Frozen Throne,Minion,Hunter,Common,3,4,3,,Beast,TRUE
ICCA04_004,Block of Ice,Knights of the Frozen Throne,Minion,Neutral,,3,0,7,,,FALSE
ICCA09_001t1,Blood Beast,Knights of the Frozen Throne,Minion,Neutral,,3,2,4,,,FALSE
ICC_252,Coldwraith,Knights of the Frozen Throne,Minion,Mage,Common,3,3,4,"Battlecry, Freeze",,TRUE
ICC_808,Crypt Lord,Knights of the Frozen Throne,Minion,Druid,Common,3,1,6,Taunt,,TRUE
ICC_314t8,Death and Decay,Knights of the Frozen Throne,Spell,Death Knight,,3,,,,,FALSE
ICC_467,Deathspeaker,Knights of the Frozen Throne,Minion,Neutral,Common,3,2,4,Battlecry,,TRUE
ICC_083,Doomed Apprentice,Knights of the Frozen Throne,Minion,Mage,Rare,3,3,2,Aura,,TRUE
ICC_081,Drakkari Defender,Knights of the Frozen Throne,Minion,Shaman,Common,3,2,8,"Taunt, Overload",,TRUE
ICC_901,Drakkari Enchanter,Knights of the Frozen Throne,Minion,Neutral,Epic,3,1,5,Aura,,TRUE
ICC_082,Frozen Clone,Knights of the Frozen Throne,Spell,Mage,Common,3,,,Secret,,TRUE
ICCA01_004t,Ghoul,Knights of the Frozen Throne,Minion,Neutral,,3,3,3,Taunt,,FALSE
ICC_079,Gnash,Knights of the Frozen Throne,Spell,Druid,Common,3,,,,,TRUE
ICC_700,Happy Ghoul,Knights of the Frozen Throne,Minion,Neutral,Rare,3,3,3,,,TRUE
ICC_218,Howlfiend,Knights of the Frozen Throne,Minion,Warlock,Common,3,3,6,,Demon,TRUE
ICC_801,Howling Commander,Knights of the Frozen Throne,Minion,Paladin,Rare,3,2,2,"Battlecry, Divine Shield",,TRUE
ICC_855,Hyldnir Frostrider,Knights of the Frozen Throne,Minion,Neutral,Common,3,4,4,"Battlecry, Freeze",,TRUE
ICC_236,Ice Breaker,Knights of the Frozen Throne,Weapon,Shaman,Rare,3,1,3,Freeze,,TRUE
ICC_902,Mindbreaker,Knights of the Frozen Throne,Minion,Neutral,Rare,3,2,5,,,TRUE
ICC_062,Mountainfire Armor,Knights of the Frozen Throne,Minion,Warrior,Rare,3,4,3,Deathrattle,,TRUE
ICCA01_009,Needy Hunter,Knights of the Frozen Throne,Minion,Neutral,,3,3,3,,,FALSE
ICC_809,Plague Scientist,Knights of the Frozen Throne,Minion,Rogue,Common,3,2,3,"Poisonous, Combo",,TRUE
ICC_852,Prince Taldaram,Knights of the Frozen Throne,Minion,Neutral,Legendary,3,3,3,Battlecry,,TRUE
ICC_850,Shadowblade,Knights of the Frozen Throne,Weapon,Rogue,Rare,3,3,2,Battlecry,,TRUE
ICC_702,Shallow Gravedigger,Knights of the Frozen Throne,Minion,Neutral,Rare,3,3,1,Deathrattle,,TRUE
ICC_823,Simulacrum,Knights of the Frozen Throne,Spell,Mage,Epic,3,,,,,TRUE
ICC_415,Stitched Tracker,Knights of the Frozen Throne,Minion,Hunter,Common,3,2,2,"Battlecry, Discover",,TRUE
ICCA08_033,Trapped Soul,Knights of the Frozen Throne,Minion,Neutral,,3,2,6,,,FALSE
ICC_206,Treachery,Knights of the Frozen Throne,Spell,Warlock,Epic,3,,,,,TRUE
ICC_469,Unwilling Sacrifice,Knights of the Frozen Throne,Spell,Warlock,Rare,3,,,,,TRUE
ICCA08_017,Val'kyr Shadowguard,Knights of the Frozen Throne,Minion,Neutral,,3,0,5,,,FALSE
ICC_408,Val'kyr Soulclaimer,Knights of the Frozen Throne,Minion,Warrior,Rare,3,1,4,,,TRUE
ICC_067,Vryghoul,Knights of the Frozen Throne,Minion,Neutral,Common,3,3,1,Deathrattle,,TRUE
ICCA01_010,A. F. Kay,Knights of the Frozen Throne,Minion,Neutral,,4,5,2,,,FALSE
ICC_314t7,Anti-Magic Shell,Knights of the Frozen Throne,Spell,Death Knight,,4,,,,,FALSE
ICC_854,Arfus,Knights of the Frozen Throne,Minion,Neutral,Legendary,4,2,2,Deathrattle,Beast,TRUE
ICC_034,Arrogant Crusader,Knights of the Frozen Throne,Minion,Paladin,Rare,4,5,2,Deathrattle,,TRUE
ICC_078,Avalanche,Knights of the Frozen Throne,Spell,Shaman,Rare,4,,,Freeze,,TRUE
ICC_064,Blood Razor,Knights of the Frozen Throne,Weapon,Warrior,Common,4,2,2,"Battlecry, Deathrattle",,TRUE
ICCA06_005,Bone Spike,Knights of the Frozen Throne,Minion,Neutral,,4,0,8,,,FALSE
ICC_820,Chillblade Champion,Knights of the Frozen Throne,Minion,Paladin,Common,4,3,2,"Charge, Lifesteal",,TRUE
ICC_912,Corpsetaker,Knights of the Frozen Throne,Minion,Neutral,Epic,4,3,3,"Battlecry, Taunt, Divine Shield, Lifesteal, Windfury",,TRUE
ICC_810,Deathaxe Punisher,Knights of the Frozen Throne,Minion,Neutral,Epic,4,3,3,"Battlecry, Lifesteal",,TRUE
ICC_213,Eternal Servitude,Knights of the Frozen Throne,Spell,Priest,Rare,4,,,Discover,,TRUE
ICC_021,Exploding Bloatbat,Knights of the Frozen Throne,Minion,Hunter,Rare,4,2,1,Deathrattle,Beast,TRUE
ICCA07_008,Festergut,Knights of the Frozen Throne,Minion,Neutral,,4,3,5,,,FALSE
ICC_069,Ghastly Conjurer,Knights of the Frozen Throne,Minion,Mage,Rare,4,2,6,Battlecry,,TRUE
ICC_097,Grave Shambler,Knights of the Frozen Throne,Minion,Neutral,Common,4,4,4,,Elemental,TRUE
ICC_026,Grim Necromancer,Knights of the Frozen Throne,Minion,Neutral,Common,4,2,4,Battlecry,,TRUE
ICC_911,Keening Banshee,Knights of the Frozen Throne,Minion,Neutral,Rare,4,5,5,,,TRUE
ICC_071,Light's Sorrow,Knights of the Frozen Throne,Weapon,Paladin,Epic,4,1,4,Divine Shield,,TRUE
ICC_811,Lilian Voss,Knights of the Frozen Throne,Minion,Rogue,Legendary,4,4,5,Battlecry,,TRUE
ICC_812,Meat Wagon,Knights of the Frozen Throne,Minion,Neutral,Epic,4,1,4,Deathrattle,Mech,TRUE
ICC_031,Night Howler,Knights of the Frozen Throne,Minion,Neutral,Common,4,3,4,,,TRUE
ICC_018,Phantom Freebooter,Knights of the Frozen Throne,Minion,Neutral,Rare,4,3,3,Battlecry,Pirate,TRUE
ICC_853,Prince Valanar,Knights of the Frozen Throne,Minion,Neutral,Legendary,4,4,4,"Battlecry, Lifesteal, Taunt",,TRUE
ICC_204,Professor Putricide,Knights of the Frozen Throne,Minion,Hunter,Legendary,4,5,4,Secret,,TRUE
ICC_025,Rattling Rascal,Knights of the Frozen Throne,Minion,Neutral,Epic,4,2,2,"Deathrattle, Battlecry",,TRUE
ICC_240,Runeforge Haunter,Knights of the Frozen Throne,Minion,Rogue,Rare,4,5,3,Aura,,TRUE
ICC_466,Saronite Chain Gang,Knights of the Frozen Throne,Minion,Neutral,Rare,4,2,3,"Battlecry, Taunt",,TRUE
ICC_807,Strongshell Scavenger,Knights of the Frozen Throne,Minion,Druid,Rare,4,2,3,"Battlecry, Taunt",,TRUE
ICC_099,Ticking Abomination,Knights of the Frozen Throne,Minion,Neutral,Rare,4,5,6,Deathrattle,,TRUE
ICC_833t,Water Elemental,Knights of the Frozen Throne,Minion,Mage,,4,3,6,Freeze,Elemental,FALSE
ICC_904,Wicked Skeleton,Knights of the Frozen Throne,Minion,Neutral,Common,4,1,1,Battlecry,,TRUE
ICC_841,Blood-Queen Lana'thel,Knights of the Frozen Throne,Minion,Warlock,Legendary,5,1,6,Lifesteal,,TRUE
ICC_905,Bloodworm,Knights of the Frozen Throne,Minion,Neutral,Common,5,4,4,Lifesteal,Beast,TRUE
ICC_858,"Bolvar, Fireblood",Knights of the Frozen Throne,Minion,Paladin,Legendary,5,1,7,Divine Shield,,TRUE
ICC_065,Bone Baron,Knights of the Frozen Throne,Minion,Rogue,Common,5,5,5,Deathrattle,,TRUE
ICC_029,Cobalt Scalebane,Knights of the Frozen Throne,Minion,Neutral,Common,5,5,5,,Dragon,TRUE
ICC_257,Corpse Raiser,Knights of the Frozen Throne,Minion,Neutral,Rare,5,3,3,"Battlecry, Deathrattle",,TRUE
ICC_243,Corpse Widow,Knights of the Frozen Throne,Minion,Hunter,Rare,5,4,6,"Aura, Deathrattle",Beast,TRUE
ICC_450,Death Revenant,Knights of the Frozen Throne,Minion,Warrior,Rare,5,3,3,Battlecry,,TRUE
ICC_075,Despicable Dreadlord,Knights of the Frozen Throne,Minion,Warlock,Rare,5,4,5,,Demon,TRUE
ICC_207,Devour Mind,Knights of the Frozen Throne,Spell,Priest,Rare,5,,,,,TRUE
ICC_314t3,Doom Pact,Knights of the Frozen Throne,Spell,Death Knight,,5,,,,,FALSE
ICC_047t,Fatespinner,Knights of the Frozen Throne,Minion,Druid,Epic,5,5,3,Deathrattle,,FALSE
ICC_047t2,Fatespinner,Knights of the Frozen Throne,Minion,Druid,Epic,5,5,3,Deathrattle,,FALSE
ICC_047,Fatespinner,Knights of the Frozen Throne,Minion,Druid,Epic,5,5,3,Deathrattle,,TRUE
ICC_085t,Ghoul Infestor,Knights of the Frozen Throne,Minion,Druid,,5,5,5,,,FALSE
ICC_019,Skelemancer,Knights of the Frozen Throne,Minion,Neutral,Common,5,2,2,Deathrattle,,TRUE
ICC_025t,Skeletal Enforcer,Knights of the Frozen Throne,Minion,Neutral,,5,5,5,,,FALSE
ICC_028,Sunborne Val'kyr,Knights of the Frozen Throne,Minion,Neutral,Common,5,5,4,Battlecry,,TRUE
ICC_481,"Thrall, Deathseer",Knights of the Frozen Throne,Hero,Shaman,Legendary,5,,30,Battlecry,,TRUE
ICC_098,Tomb Lurker,Knights of the Frozen Throne,Minion,Neutral,Epic,5,5,3,"Battlecry, Deathrattle",,TRUE
ICCA10_001,Valithria Dreamwalker,Knights of the Frozen Throne,Minion,Neutral,,5,30,5,,Dragon,FALSE
ICC_032,Venomancer,Knights of the Frozen Throne,Minion,Neutral,Common,5,2,5,Poisonous,,TRUE
ICC_088,Voodoo Hexxer,Knights of the Frozen Throne,Minion,Shaman,Rare,5,2,7,"Taunt, Freeze",,TRUE
ICCA01_011,Warlock on Fire,Knights of the Frozen Throne,Minion,Neutral,,5,7,1,,,FALSE
ICC_050,Webweave,Knights of the Frozen Throne,Spell,Druid,Common,5,,,Poisonous,,TRUE
ICC_314t2,Army of the Dead,Knights of the Frozen Throne,Spell,Death Knight,,6,,,,,FALSE
ICC_245,Blackguard,Knights of the Frozen Throne,Minion,Paladin,Epic,6,3,9,,,TRUE
ICC_027,Bone Drake,Knights of the Frozen Throne,Minion,Neutral,Rare,6,6,5,Deathrattle,Dragon,TRUE
ICCA06_003,"Bryn'troll, the Bone Arbiter",Knights of the Frozen Throne,Weapon,Neutral,,6,3,6,Windfury,,FALSE
ICC_828,Deathstalker Rexxar,Knights of the Frozen Throne,Hero,Hunter,Legendary,6,,30,Battlecry,,TRUE
ICC_849,Embrace Darkness,Knights of the Frozen Throne,Spell,Priest,Epic,6,,,,,TRUE
ICC_096,Furnacefire Colossus,Knights of the Frozen Throne,Minion,Neutral,Epic,6,6,6,Battlecry,,TRUE
ICC_289,Moorabi,Knights of the Frozen Throne,Minion,Shaman,Legendary,6,4,4,Freeze,,TRUE
ICC_900,Necrotic Geist,Knights of the Frozen Throne,Minion,Neutral,Common,6,5,3,,,TRUE
ICC_706,Nerubian Unraveler,Knights of the Frozen Throne,Minion,Neutral,Epic,6,5,5,Aura,,TRUE
ICC_235,Shadow Essence,Knights of the Frozen Throne,Spell,Priest,Rare,6,,,,,TRUE
ICC_701,Skulking Geist,Knights of the Frozen Throne,Minion,Neutral,Epic,6,4,6,Battlecry,,TRUE
ICC_910,Spectral Pillager,Knights of the Frozen Throne,Minion,Rogue,Epic,6,5,5,Combo,,TRUE
ICC_856,Spellweaver,Knights of the Frozen Throne,Minion,Neutral,Common,6,4,4,Spell Damage,,TRUE
ICC_054,Spreading Plague,Knights of the Frozen Throne,Spell,Druid,Rare,6,,,Taunt,,TRUE
ICCA07_020,Tentacles,Knights of the Frozen Throne,Weapon,Neutral,,6,3,6,,,FALSE
ICC_825,Abominable Bowman,Knights of the Frozen Throne,Minion,Hunter,Epic,7,6,7,Deathrattle,,TRUE
ICC_215,Archbishop Benedictus,Knights of the Frozen Throne,Minion,Priest,Legendary,7,4,6,Battlecry,,TRUE
ICC_314t1,Frostmourne,Knights of the Frozen Throne,Weapon,Death Knight,,7,5,3,Deathrattle,,FALSE
ICCA08_020,Frostmourne,Knights of the Frozen Throne,Weapon,Death Knight,,7,5,3,"Battlecry, AIMustPlay",,FALSE
ICC_832,Malfurion the Pestilent,Knights of the Frozen Throne,Hero,Druid,Legendary,7,,30,"Poisonous, Taunt",,TRUE
ICC_832a,Scarab Plague,Knights of the Frozen Throne,Spell,Druid,,7,,,,,FALSE
ICC_832pa,Scarab Shell,Knights of the Frozen Throne,Spell,Druid,,7,,,,,FALSE
ICC_832pb,Spider Fangs,Knights of the Frozen Throne,Spell,Druid,,7,,,,,FALSE
ICC_832b,Spider Plague,Knights of the Frozen Throne,Spell,Druid,,7,,,,,FALSE
ICC_705,Bonemare,Knights of the Frozen Throne,Minion,Neutral,Common,8,5,5,"Battlecry, Taunt",,TRUE
ICC_086,Glacial Mysteries,Knights of the Frozen Throne,Spell,Mage,Epic,8,,,Secret,,TRUE
ICC_829t,Grave Vengeance,Knights of the Frozen Throne,Weapon,Paladin,,8,5,3,Lifesteal,,FALSE
ICC_405,Rotface,Knights of the Frozen Throne,Minion,Warrior,Legendary,8,4,6,,,TRUE
ICC_834,Scourgelord Garrosh,Knights of the Frozen Throne,Hero,Warrior,Legendary,8,,30,Battlecry,,TRUE
ICC_834w,Shadowmourne,Knights of the Frozen Throne,Weapon,Warrior,,8,4,3,,,FALSE
ICC_830,Shadowreaper Anduin,Knights of the Frozen Throne,Hero,Priest,Legendary,8,,30,Battlecry,,TRUE
ICC_838,Sindragosa,Knights of the Frozen Throne,Minion,Mage,Legendary,8,8,8,Battlecry,Dragon,TRUE
ICC_019t,Skeletal Flayer,Knights of the Frozen Throne,Minion,Neutral,,8,8,8,,,FALSE
ICC_314,The Lich King,Knights of the Frozen Throne,Minion,Neutral,Legendary,8,8,8,Taunt,,TRUE
ICC_833,Frost Lich Jaina,Knights of the Frozen Throne,Hero,Mage,Legendary,9,,30,"Battlecry, Lifesteal",,TRUE
ICC_835,Hadronox,Knights of the Frozen Throne,Minion,Druid,Legendary,9,3,7,"Deathrattle, Taunt",Beast,TRUE
ICC_214,Obsidian Statue,Knights of the Frozen Throne,Minion,Priest,Epic,9,4,8,"Taunt, Lifesteal, Deathrattle",,TRUE
ICC_829,Uther of the Ebon Blade,Knights of the Frozen Throne,Hero,Paladin,Legendary,9,,30,"Battlecry, Lifesteal",,TRUE
ICC_827,Valeera the Hollow,Knights of the Frozen Throne,Hero,Rogue,Legendary,9,,30,"Battlecry, Stealth",,TRUE
ICCA01_004,Army of the Dead,Knights of the Frozen Throne,Spell,Death Knight,,10,,,,,FALSE
ICC_831,Bloodreaver Gul'dan,Knights of the Frozen Throne,Hero,Warlock,Legendary,10,,30,Battlecry,,TRUE
ICC_085,Ultimate Infestation,Knights of the Frozen Throne,Spell,Druid,Epic,10,,,,,TRUE
ICC_090,Snowfury Giant,Knights of the Frozen Throne,Minion,Shaman,Epic,11,8,8,Overload,Elemental,TRUE
LOOTA_BOSS_34h,"Azari, the Devourer",Kobolds & Catacombs,Hero,Warlock,,,,70,,,FALSE
LOOTA_BOSS_17p,Battle Totem,Kobolds & Catacombs,Hero Power,Neutral,,,,,,,FALSE
LOOTA_BOSS_17h,Battlecrier Jin'zo,Kobolds & Catacombs,Hero,Warrior,,,,40,,,FALSE
LOOTA_BOSS_45h,Bink the Burglar,Kobolds & Catacombs,Hero,Rogue,,,,10,,,FALSE
LOOTA_BOSS_06h,Blackseed,Kobolds & Catacombs,Hero,Druid,,,,40,,,FALSE
LOOTA_BOSS_29h,Blackseed,Kobolds & Catacombs,Hero,Druid,,,,60,,,FALSE
LOOTA_BOSS_20h,Brimstone Warden,Kobolds & Catacombs,Hero,Warrior,,,,30,,,FALSE
LOOTA_BOSS_23h,Bristlesnarl,Kobolds & Catacombs,Hero,Hunter,,,,50,,,FALSE
LOOTA_BOSS_12h,Candlebeard,Kobolds & Catacombs,Hero,Rogue,,,,20,,,FALSE
LOOTA_BOSS_31h,Candlebeard,Kobolds & Catacombs,Hero,Rogue,,,,60,,,FALSE
LOOTA_BOSS_35h,Elder Brandlemar,Kobolds & Catacombs,Hero,Shaman,,,,20,,,FALSE
LOOTA_BOSS_42h,Elder Jari,Kobolds & Catacombs,Hero,Druid,,,,30,,,FALSE
LOOTA_BOSS_09h,Frostfur,Kobolds & Catacombs,Hero,Mage,,,,20,,,FALSE
LOOTA_BOSS_46h,Fungalmancer Flurgl,Kobolds & Catacombs,Hero,Shaman,,,,30,,,FALSE
LOOTA_BOSS_15h,George and Karl,Kobolds & Catacombs,Hero,Paladin,,,,30,,,FALSE
LOOTA_BOSS_18h,Giant Rat,Kobolds & Catacombs,Hero,Hunter,,,,10,,,FALSE
LOOTA_BOSS_21h,Gnosh the Greatworm,Kobolds & Catacombs,Hero,Warrior,,,,40,,,FALSE
LOOTA_BOSS_10h,Graves the Cleric,Kobolds & Catacombs,Hero,Priest,,,,20,,,FALSE
LOOTA_BOSS_19h,Gutmook,Kobolds & Catacombs,Hero,Shaman,,,,30,,,FALSE
LOOTA_BOSS_33h,Gutmook,Kobolds & Catacombs,Hero,Shaman,,,,50,,,FALSE
LOOTA_BOSS_36h,Ixlid,Kobolds & Catacombs,Hero,Druid,,,,20,,,FALSE
LOOTA_BOSS_43h,Jeeru,Kobolds & Catacombs,Hero,Druid,,,,40,,,FALSE
LOOTA_BOSS_32h,Karl and George,Kobolds & Catacombs,Hero,Paladin,,,,30,,,FALSE
LOOTA_BOSS_39h,Kraxx,Kobolds & Catacombs,Hero,Warrior,,,,30,,,FALSE
LOOTA_BOSS_47h,Lava-Filled Chamber,Kobolds & Catacombs,Hero,Shaman,,,,50,,,FALSE
LOOTA_BOSS_37h,Lyris the Wild Mage,Kobolds & Catacombs,Hero,Mage,,,,40,,,FALSE
LOOTA_BOSS_50h,Mushhuckster Max,Kobolds & Catacombs,Hero,Priest,,,,40,,,FALSE
LOOTA_BOSS_11h,Overseer Mogark,Kobolds & Catacombs,Hero,Warrior,,,,20,,,FALSE
LOOTA_BOSS_30h,Overseer Mogark,Kobolds & Catacombs,Hero,Warrior,,,,60,,,FALSE
LOOTA_BOSS_05h,Pathmaker Hamm,Kobolds & Catacombs,Hero,Warrior,,,,20,,,FALSE
LOOTA_BOSS_28h,Pathmaker Hamm,Kobolds & Catacombs,Hero,Warrior,,,,60,,,FALSE
LOOTA_BOSS_18t,Rat,Kobolds & Catacombs,Minion,Neutral,,,1,1,,Beast,FALSE
LOOTA_BOSS_51h,Russell the Bard,Kobolds & Catacombs,Hero,Rogue,,,,30,,,FALSE
LOOTA_BOSS_40h,Seriona,Kobolds & Catacombs,Hero,Priest,,,,20,,,FALSE
LOOTA_BOSS_16h,Spiritspeaker Azun,Kobolds & Catacombs,Hero,Priest,,,,40,,,FALSE
LOOTA_BOSS_22h,Tad,Kobolds & Catacombs,Hero,Hunter,,,,20,,,FALSE
LOOTA_BOSS_13h,Thaddock the Thief,Kobolds & Catacombs,Hero,Rogue,,,,40,,,FALSE
LOOTA_BOSS_49h,The Darkness,Kobolds & Catacombs,Hero,Priest,,,,70,,,FALSE
LOOTA_BOSS_24h,The Mothergloop,Kobolds & Catacombs,Hero,Paladin,,,,50,,,FALSE
LOOTA_BOSS_16p,Totem of the Dead,Kobolds & Catacombs,Hero Power,Neutral,,,,,,,FALSE
LOOTA_BOSS_48h,Trapped Room,Kobolds & Catacombs,Hero,Hunter,,,,40,,,FALSE
LOOT_500d,Val'anyr Reequip Effect Dummy,Kobolds & Catacombs,Weapon,Paladin,,,None,None,,,FALSE
LOOTA_BOSS_38h,Voodoomaster Vex,Kobolds & Catacombs,Hero,Rogue,,,,50,,,FALSE
LOOTA_BOSS_25h,Vustrasz the Ancient,Kobolds & Catacombs,Hero,Priest,,,,70,,,FALSE
LOOTA_BOSS_04h,Waxmancer Sturmi,Kobolds & Catacombs,Hero,Hunter,,,,30,,,FALSE
LOOTA_BOSS_27h,Waxmancer Sturmi,Kobolds & Catacombs,Hero,Hunter,,,,50,,,FALSE
LOOTA_BOSS_44h,Wee Whelp,Kobolds & Catacombs,Hero,Hunter,,,,10,,,FALSE
LOOTA_BOSS_41h,Whompwhisker,Kobolds & Catacombs,Hero,Warrior,,,,40,,,FALSE
LOOTA_BOSS_26h,Xol the Unscathed,Kobolds & Catacombs,Hero,Warlock,,,,70,,,FALSE
LOOTA_BOSS_54h,A. F. Kay,Kobolds & Catacombs,Hero,Paladin,,0,,40,,,FALSE
LOOTA_Rogue_01,Adrenaline Rush,Kobolds & Catacombs,Spell,Rogue,,0,,,,,FALSE
LOOTA_BOSS_48p,Alarm,Kobolds & Catacombs,Hero Power,Neutral,,0,,,,,FALSE
LOOTA_Mage_28,Arcane,Kobolds & Catacombs,Spell,Mage,,0,,,,,FALSE
LOOTA_819,Archmage Staff,Kobolds & Catacombs,Weapon,Neutral,,0,0,3,,,FALSE
LOOTA_Warrior_05,Armor,Kobolds & Catacombs,Spell,Warrior,,0,,,,,FALSE
LOOTA_Rogue_10,Assassin,Kobolds & Catacombs,Spell,Rogue,,0,,,,,FALSE
LOOTA_836,Bag of Coins,Kobolds & Catacombs,Spell,Neutral,,0,,,,,FALSE
LOOTA_Priest_05,Bag of Tricks,Kobolds & Catacombs,Spell,Priest,,0,,,,,FALSE
LOOTA_Rogue_13,Bag of Tricks,Kobolds & Catacombs,Spell,Rogue,,0,,,,,FALSE
LOOTA_Druid_09,Balance,Kobolds & Catacombs,Spell,Druid,,0,,,,,FALSE
LOOTA_846,Battle Totem,Kobolds & Catacombs,Spell,Neutral,,0,,,Battlecry,,FALSE
LOOTA_Shaman_05,Battlecrier,Kobolds & Catacombs,Spell,Shaman,,0,,,,,FALSE
LOOTA_BOSS_26p8,Beam Me Up!,Kobolds & Catacombs,Hero Power,Neutral,,0,,,,,FALSE
LOOTA_Hunter_06,Beast Training,Kobolds & Catacombs,Spell,Hunter,,0,,,,,FALSE
LOOTA_Warrior_01,Berserker,Kobolds & Catacombs,Spell,Warrior,,0,,,,,FALSE
LOOTA_Hunter_02,Big Beasts,Kobolds & Catacombs,Spell,Hunter,,0,,,,,FALSE
LOOTA_Mage_27,Big Spells,Kobolds & Catacombs,Spell,Mage,,0,,,,,FALSE
LOOTA_Rogue_03,Blademaster,Kobolds & Catacombs,Spell,Rogue,,0,,,,,FALSE
LOOTA_Warlock_10,Blood,Kobolds & Catacombs,Spell,Warlock,,0,,,,,FALSE
LOOTA_828,Captured Flag,Kobolds & Catacombs,Spell,Neutral,,0,,,,,FALSE
LOOTA_BOSS_22p,Catch and Release,Kobolds & Catacombs,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
LOOTA_Mage_20,Chaos,Kobolds & Catacombs,Spell,Mage,,0,,,,,FALSE
LOOTA_Warrior_03,Charge!,Kobolds & Catacombs,Spell,Warrior,,0,,,,,FALSE
LOOTA_BOSS_31p,Charrrrrge!,Kobolds & Catacombs,Hero Power,Neutral,,0,,,,,FALSE
LOOTA_BOSS_53h,Chronomancer Inara,Kobolds & Catacombs,Hero,Mage,,0,,50,,,FALSE
LOOTA_832,Cloak of Invisibility,Kobolds & Catacombs,Spell,Neutral,,0,,,Stealth,,FALSE
LOOTA_BOSS_45p,Coin,Kobolds & Catacombs,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
LOOTA_Priest_9,Combo Caster,Kobolds & Catacombs,Spell,Priest,,0,,,,,FALSE
LOOTA_801,Crystal Gem,Kobolds & Catacombs,Spell,Neutral,,0,,,,,FALSE
LOOTA_Rogue_15,Cult of C'thun,Kobolds & Catacombs,Spell,Rogue,,0,,,,,FALSE
LOOTA_Warlock_02,Cult of C'thun,Kobolds & Catacombs,Spell,Warlock,,0,,,,,FALSE
